Date,Time,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Temperature,Roadwork and Construction Activity,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index,event name,event type,event importance
28-01-2025,08:15,Electronic City,Hosur Road,936,41.1,1.46,26.6,18.7,0,176.2,30,95,50,32,Clear,29.9,1,288,272,254,205,171,136,0.944,0.807,0.834,0.834,35,0.205,0.472,14015.68,4.99,89.27,678.64,12.831413,77.675142,8986d887557ffff,No Event,No Event,0.0
28-01-2025,09:30,Banashankari,Ring Road Junction,1096,46.3,1.3,26.1,21.9,0,143.2,34,86,58,5,Storm,21.4,0,404,375,321,282,159,122,0.928,0.879,0.564,0.564,37,0.233,0.302,20483.7,5.47,115.71,667.34,12.923679,77.568044,8986d884883ffff,Community Art Showcase  Banashankari,Exhibition,0.25
28-01-2025,14:15,Koramangala,Sony World Junction,425,50.8,1.18,15.1,8.5,0,145.2,27,96,65,22,Clear,29.5,0,371,342,319,291,259,243,0.922,0.912,0.89,0.89,16,0.062,0.655,50316.51,5.92,149.8,1438.56,12.933476,77.620954,8986d88454bffff,"Bengaluru Tech Summit  Palace Grounds, Koramangala",Exhibition,0.79
28-01-2025,17:00,Basavanagudi,Gandhi Bazaar Main Road,651,36.9,1.63,25.0,13.0,1,181.2,33,98,59,3,Cloudy,27.1,0,215,186,170,137,100,89,0.865,0.806,0.73,0.73,11,0.11,0.414,5907.64,3.17,69.83,282.13,12.941844,77.570185,8986dd49a57ffff,No Event,No Event,0.0
28-01-2025,17:45,Jayanagar,9th Main Road,794,49.6,1.21,20.5,15.9,0,156.4,23,82,80,13,Rain,24.0,0,323,310,270,235,178,167,0.96,0.87,0.757,0.757,11,0.062,0.517,48916.65,8.09,161.43,1351.03,12.920951,77.594044,8986d88412bffff,Classical Music Recital  Jayanagar,Cultural,0.55
28-01-2025,20:00,Jayanagar,9th Main Road,940,49.3,1.22,22.6,18.8,0,152.5,14,86,60,35,Clear,32.6,0,556,498,324,294,183,153,0.896,0.907,0.622,0.622,30,0.164,0.275,25359.85,3.52,104.43,538.56,12.920951,77.594044,8986d88412bffff,City Cultural Event  Jayanagar,Local,0.45
28-01-2025,20:00,Ulsoor,Old Madras Road,742,51.7,1.16,18.8,14.8,0,150.8,30,83,39,12,Clear,28.4,0,485,444,374,360,270,258,0.915,0.963,0.75,0.75,12,0.044,0.532,67015.8,9.08,147.13,2342.64,12.984844,77.616614,8986dd49267ffff,"Bengaluru Tech Summit  Palace Grounds, Ulsoor",Exhibition,0.84
28-01-2025,20:30,BTM Layout,BTM Main Road,611,48.2,1.24,18.8,12.2,0,153.4,46,91,92,20,Clear,31.7,0,200,191,176,145,110,98,0.955,0.824,0.759,0.759,12,0.109,0.49,9804.02,3.02,88.12,295.96,12.911673,77.614754,8986d886e1bffff,No Event,No Event,0.0
29-01-2025,00:30,Yeshwanthpur,Outer Ring Road,153,49.9,1.2,12.0,3.1,1,153.8,14,85,54,23,Light Rain,25.2,0,34,30,18,15,7,5,0.882,0.833,0.467,0.467,2,0.286,0.147,196.51,6.63,100.38,33.15,13.020297,77.552105,8986d8b3413ffff,No Event,No Event,0.0
29-01-2025,00:45,KR Puram,Mahadevapura Road,131,38.7,1.55,17.4,2.6,0,180.1,11,80,45,19,Light Rain,23.9,0,186,163,124,102,76,69,0.876,0.823,0.745,0.745,7,0.092,0.371,4519.6,5.6,99.32,386.4,12.999746,77.700032,8986d895d17ffff,No Event,No Event,0.0
29-01-2025,08:30,KR Puram,Old Madras Road,1000,43.2,1.39,26.4,20.0,2,155.6,16,93,39,26,Clear,28.7,0,452,433,299,242,179,135,0.958,0.809,0.74,0.74,44,0.246,0.299,16855.69,5.24,120.51,707.4,12.996016,77.702911,8986d887653ffff,Neighborhood Event  KR Puram,No Event,0.19
29-01-2025,09:00,Banashankari,Outer Ring Road,1048,42.5,1.41,27.4,21.0,1,158.6,42,97,60,36,Light Rain,23.2,0,263,248,195,183,167,129,0.943,0.938,0.913,0.913,38,0.228,0.49,8331.34,4.99,99.71,643.71,12.916347,77.566512,8986dd49abbffff,City Cultural Event  Banashankari,Sports,0.43
29-01-2025,09:30,Indiranagar,100 Feet Road,929,54.2,1.11,20.0,18.6,0,150.9,41,96,47,14,Clear,28.7,0,554,519,393,382,251,200,0.937,0.972,0.657,0.657,51,0.203,0.361,28004.05,6.13,118.48,1226.0,12.976945,77.643432,8986d8860b7ffff,No Event,No Event,0.0
29-01-2025,09:30,BTM Layout,BTM Main Road,912,50.7,1.18,21.5,18.2,0,160.5,42,83,92,9,Light Rain,22.8,0,202,193,180,162,108,77,0.955,0.9,0.667,0.667,31,0.287,0.381,9104.15,5.97,127.53,459.69,12.911673,77.614754,8986d886e1bffff,Startup Expo  BTM Layout,Exhibition,0.49
29-01-2025,09:45,Whitefield,Hope Farm Circle,1161,41.5,1.45,29.3,23.2,1,180.5,63,88,31,4,Rain,20.7,0,508,487,318,303,156,114,0.959,0.953,0.515,0.515,42,0.269,0.224,8758.08,7.74,150.39,882.36,12.965961,77.748674,8986d895153ffff,No Event,No Event,0.0
29-01-2025,10:30,Basavanagudi,DVG Road,964,38.5,1.56,28.3,19.3,0,175.3,44,89,59,4,Cloudy,24.3,0,619,576,481,468,463,336,0.931,0.973,0.989,0.989,127,0.274,0.543,115166.51,9.27,168.8,3114.72,12.943109,77.568541,8986dd49a0bffff,Major Bengaluru Event  Basavanagudi,Local,0.84
29-01-2025,18:15,Hebbal,Nagawara Junction,707,48.8,1.23,19.8,14.1,0,149.3,6,94,30,1,Light Rain,24.4,0,383,348,213,180,146,137,0.909,0.845,0.811,0.811,9,0.062,0.358,5529.33,5.72,108.72,783.64,13.028951,77.592978,8986dd48273ffff,Indie Music Night  Hebbal,Concert,0.6
29-01-2025,20:30,Indiranagar,100 Feet Road,1052,53.5,1.12,21.9,21.0,1,145.3,16,86,50,36,Cloudy,24.4,0,322,307,265,223,199,186,0.953,0.842,0.892,0.892,13,0.065,0.578,26624.09,4.85,105.79,902.1,12.976945,77.643432,8986d8860b7ffff,City Cultural Event  Indiranagar,Sports,0.57
29-01-2025,20:30,Yeshwanthpur,Outer Ring Road,709,48.8,1.23,19.8,14.2,0,140.7,27,82,55,23,Light Rain,24.4,0,85,80,49,43,33,26,0.941,0.878,0.767,0.767,7,0.212,0.306,1716.01,5.3,104.48,137.8,13.020297,77.552105,8986d8b3413ffff,No Event,No Event,0.0
29-01-2025,22:15,Indiranagar,Old Madras Road,267,54.7,1.1,11.1,5.3,1,149.3,23,98,68,57,Cloudy,27.5,0,85,76,46,42,31,23,0.894,0.913,0.738,0.738,8,0.258,0.271,2084.73,2.12,85.57,48.76,12.97664,77.646643,8986d887137ffff,No Event,No Event,0.0
29-01-2025,22:30,HSR Layout,Outer Ring Road,98,64.8,1.0,3.9,2.0,1,145.2,7,97,74,11,Clear,31.9,0,64,59,37,34,32,25,0.922,0.919,0.941,0.941,7,0.219,0.391,1882.61,7.07,155.12,176.75,12.907089,77.636845,8986d88440bffff,City Cultural Event  HSR Layout,Local,0.43
29-01-2025,22:30,Indiranagar,CMH Road,312,54.5,1.1,11.8,6.2,0,150.2,28,87,74,17,Cloudy,24.7,0,132,117,108,97,53,39,0.886,0.898,0.546,0.546,14,0.264,0.295,1556.37,5.45,97.14,212.55,12.971032,77.643665,8986d88449bffff,No Event,No Event,0.0
30-01-2025,00:15,Rajajinagar,Dr Rajkumar Road,342,46.3,1.3,16.3,6.8,0,172.6,37,84,75,28,Cloudy,24.7,0,244,228,170,143,106,79,0.934,0.841,0.741,0.741,27,0.255,0.324,5171.8,2.46,75.02,194.34,12.991482,77.551093,8986dd49bc7ffff,Tech Connect Expo  Rajajinagar,Exhibition,0.44
30-01-2025,00:30,HSR Layout,Agara Junction,397,49.8,1.2,15.3,7.9,1,142.5,27,81,48,1,Clear,30.2,1,193,186,143,140,112,107,0.964,0.979,0.8,0.8,5,0.045,0.554,32805.73,9.47,151.32,1013.29,12.913374,77.635483,8986dd4960fffff,"Global Music Festival  Koramangala Indoor Stadium, HSR Layout",Concert,0.93
30-01-2025,00:45,KR Puram,Mahadevapura Road,110,47.7,1.26,12.6,2.2,0,141.0,19,94,36,3,Storm,19.6,0,124,117,93,77,59,50,0.944,0.828,0.766,0.766,9,0.153,0.403,6711.22,7.94,136.48,397.0,12.999746,77.700032,8986d895d17ffff,Karaga Festival Parade  KR Puram,Cultural,0.79
30-01-2025,09:15,Koramangala,Koramangala 80 Feet Road,957,38.5,1.56,28.2,19.1,3,164.8,37,83,86,32,Rain,22.2,0,514,473,314,282,242,197,0.92,0.898,0.858,0.858,45,0.186,0.383,20332.29,2.09,85.79,411.73,12.929292,77.61797,8986d88454fffff,No Event,No Event,0.0
30-01-2025,09:30,HSR Layout,17th Cross Road,723,43.9,1.37,22.4,14.5,1,173.0,14,83,43,14,Clear,33.0,0,602,532,463,403,344,263,0.884,0.87,0.854,0.854,81,0.235,0.437,66240.17,2.65,105.4,696.95,12.910251,77.639594,8986d88653bffff,"RCB Premier Match  M. Chinnaswamy Stadium, HSR Layout",Sports,0.94
30-01-2025,09:30,Yeshwanthpur,Tumkur Road,852,48.4,1.24,21.9,17.0,0,162.8,40,80,89,32,Light Rain,23.6,0,279,262,216,183,165,138,0.939,0.847,0.902,0.902,27,0.164,0.495,19031.73,6.22,132.25,858.36,13.02128,77.545858,8986dd49b7bffff,No Event,No Event,0.0
30-01-2025,10:45,Basavanagudi,Sajjan Rao Circle,1195,37.2,1.61,31.9,23.9,0,174.2,9,90,37,4,Storm,22.0,0,915,856,567,563,557,459,0.936,0.993,0.989,0.989,98,0.176,0.502,200000.0,9.54,189.09,4378.86,12.945194,77.575497,8986d886983ffff,Major Bengaluru Event  Basavanagudi,Local,0.87
30-01-2025,10:45,Whitefield,Varthur Road,1458,33.2,1.81,37.4,29.2,0,172.4,52,92,48,25,Clear,31.0,0,548,514,377,317,292,273,0.938,0.841,0.921,0.921,19,0.065,0.498,43939.54,4.3,111.03,1173.9,12.969941,77.75045,8986d882c0bffff,RockFusion Live Show  Whitefield,Concert,0.48
30-01-2025,17:00,Jayanagar,30th Cross Road,981,46.2,1.3,24.7,19.6,1,144.6,36,96,25,29,Clear,30.2,0,371,354,302,288,232,188,0.954,0.954,0.806,0.806,44,0.19,0.507,35966.78,4.87,106.35,915.56,12.925834,77.585989,8986d886877ffff,"Bengaluru Tech Summit  Palace Grounds, Jayanagar",Exhibition,0.89
30-01-2025,17:30,Basavanagudi,Sajjan Rao Circle,562,45.5,1.32,19.6,11.2,1,147.3,45,91,74,9,Clear,31.1,0,148,137,98,88,79,77,0.926,0.898,0.898,0.898,2,0.025,0.52,2491.79,3.51,93.32,270.27,12.945194,77.575497,8986d886983ffff,No Event,No Event,0.0
30-01-2025,18:00,MG Road,Brigade Road,868,44.3,1.35,24.1,17.4,0,173.3,18,83,30,50,Cloudy,25.5,1,457,419,297,280,187,166,0.917,0.943,0.668,0.668,21,0.112,0.363,30231.67,4.15,91.97,688.9,12.972323,77.607471,8986d884537ffff,Theatre Night  MG Road,Cultural,0.69
30-01-2025,18:45,Indiranagar,Old Madras Road,1335,47.8,1.26,28.5,26.7,1,154.5,37,87,79,47,Clear,28.4,0,723,643,535,521,470,358,0.889,0.974,0.902,0.902,112,0.238,0.495,91655.53,9.57,162.39,3426.06,12.97664,77.646643,8986d887137ffff,"Bengaluru Tech Summit  Palace Grounds, Indiranagar",Exhibition,0.79
30-01-2025,18:45,Ulsoor,Old Madras Road,451,44.2,1.36,18.8,9.0,1,181.9,23,82,87,10,Cloudy,25.7,0,276,261,251,201,185,139,0.946,0.801,0.92,0.92,46,0.249,0.504,19976.85,5.98,119.47,831.22,12.984844,77.616614,8986dd49267ffff,School Day Function  Ulsoor,Local,0.08
31-01-2025,08:30,Electronic City,Hosur Road,767,41.9,1.43,24.0,15.3,1,164.5,40,86,38,34,Rain,21.5,0,182,159,109,100,59,42,0.874,0.917,0.59,0.59,17,0.288,0.231,3049.09,3.61,80.07,151.62,12.831413,77.675142,8986d887557ffff,Neighborhood Event  Electronic City,No Event,0.15
31-01-2025,09:30,Malleshwaram,Sampige Road,1326,44.6,1.35,29.9,26.5,1,159.8,19,96,78,33,Clear,31.3,0,908,800,652,609,480,360,0.881,0.934,0.788,0.788,120,0.25,0.396,94653.96,8.04,137.92,2894.4,13.012711,77.57033,8986d886bb7ffff,Karaga Festival Parade  Malleshwaram,Cultural,0.84
31-01-2025,10:45,Indiranagar,12th Main Road,680,44.1,1.36,21.8,13.6,0,173.4,17,81,73,28,Clear,32.9,0,999,938,689,591,389,321,0.939,0.858,0.658,0.658,68,0.175,0.321,28093.01,5.35,98.65,1717.35,12.975982,77.639454,8986d88460fffff,No Event,No Event,0.0
31-01-2025,10:45,Whitefield,Varthur Road,811,48.7,1.23,21.2,16.2,1,152.4,52,81,92,3,Rain,22.6,0,680,647,473,453,364,312,0.951,0.958,0.804,0.804,52,0.143,0.459,49575.15,4.5,105.49,1404.0,12.969941,77.75045,8986d882c0bffff,City Cultural Event  Whitefield,Local,0.4
31-01-2025,14:00,MG Road,MG Road,315,44.5,1.35,16.8,6.3,0,169.2,16,99,30,45,Light Rain,25.0,0,524,492,357,334,281,250,0.939,0.936,0.841,0.841,31,0.11,0.477,23242.77,6.4,98.43,1600.0,12.976004,77.606737,8986d884537ffff,No Event,No Event,0.0
31-01-2025,18:45,Yeshwanthpur,Tumkur Road,369,46.4,1.29,16.6,7.4,1,154.1,52,92,27,6,Light Rain,23.9,0,75,71,45,39,31,30,0.947,0.867,0.795,0.795,1,0.032,0.4,3337.06,3.13,102.37,93.9,13.02128,77.545858,8986dd49b7bffff,Art & Design Fair  Yeshwanthpur,Exhibition,0.41
31-01-2025,18:45,Koramangala,Intermediate Ring Road,579,40.3,1.49,22.4,11.6,1,166.4,53,91,45,37,Light Rain,24.0,0,170,159,127,111,77,56,0.935,0.874,0.694,0.694,21,0.273,0.329,5368.8,6.39,120.55,357.84,12.929295,77.613727,8986d886ccfffff,No Event,No Event,0.0
31-01-2025,20:00,Whitefield,Hope Farm Circle,1013,46.0,1.3,25.2,20.3,1,145.4,33,82,84,19,Fog,18.0,0,999,875,665,547,444,430,0.876,0.823,0.812,0.812,14,0.032,0.43,73333.72,5.99,106.52,2575.7,12.965961,77.748674,8986d895153ffff,City Cultural Event  Whitefield,Sports,0.67
31-01-2025,20:00,Koramangala,Intermediate Ring Road,1421,36.8,1.63,35.1,28.4,0,169.9,48,98,88,8,Cloudy,26.0,0,321,279,187,156,116,109,0.869,0.834,0.744,0.744,7,0.06,0.34,6921.59,5.61,102.85,611.49,12.929295,77.613727,8986d886ccfffff,"Global Music Festival  Koramangala Indoor Stadium, Koramangala",Concert,0.77
31-01-2025,22:45,MG Road,Cubbon Road,81,51.8,1.16,10.2,1.6,1,154.6,45,99,41,43,Cloudy,25.4,0,309,271,204,167,104,100,0.877,0.819,0.623,0.623,4,0.038,0.324,14744.72,5.85,129.57,585.0,12.982792,77.609928,8986dd493cbffff,Neighborhood Event  MG Road,No Event,0.18
31-01-2025,22:45,HSR Layout,17th Cross Road,250,51.1,1.17,12.7,5.0,1,144.6,36,82,35,27,Rain,23.5,0,249,232,200,160,156,127,0.932,0.8,0.975,0.975,29,0.186,0.51,25311.54,7.21,128.29,915.67,12.910251,77.639594,8986d88653bffff,Neighborhood Festivity  HSR Layout,Cultural,0.36
01-02-2025,00:00,Koramangala,Koramangala 80 Feet Road,131,52.9,1.13,10.3,2.6,0,144.7,52,91,42,26,Clear,31.8,0,545,492,383,359,317,306,0.903,0.937,0.883,0.883,11,0.035,0.561,80523.84,5.53,125.25,1692.18,12.929292,77.61797,8986d88454fffff,"RCB Premier Match  M. Chinnaswamy Stadium, Koramangala",Sports,0.92
01-02-2025,00:15,Koramangala,Intermediate Ring Road,250,45.1,1.33,15.7,5.0,0,148.9,15,81,55,38,Rain,21.5,1,133,126,122,119,117,93,0.947,0.975,0.983,0.983,24,0.205,0.699,8080.74,4.08,112.42,379.44,12.929295,77.613727,8986d886ccfffff,Local Fair  Koramangala,Local,0.26
01-02-2025,00:45,KR Puram,KR Puram Hanging Bridge,357,52.8,1.14,13.2,7.1,0,157.5,11,84,65,9,Clear,32.4,0,358,327,220,204,201,155,0.913,0.927,0.985,0.985,46,0.229,0.433,8218.32,7.19,155.21,1114.45,13.006038,77.699664,8986d895d73ffff,Major Bengaluru Event  KR Puram,Local,0.73
01-02-2025,08:00,Marathahalli,Outer Ring Road,644,51.6,1.16,17.6,12.9,0,144.7,26,82,61,29,Cloudy,26.3,0,113,107,81,70,54,49,0.947,0.864,0.771,0.771,5,0.093,0.434,5329.24,8.08,157.39,395.92,12.951012,77.696949,8986d880d77ffff,Neighborhood Event  Marathahalli,No Event,0.05
01-02-2025,08:15,Banashankari,Banashankari Temple Road,876,40.0,1.5,26.4,17.5,1,179.7,12,85,70,8,Light Rain,25.6,0,378,331,240,238,232,216,0.876,0.992,0.975,0.975,16,0.069,0.571,8552.94,9.68,159.03,2090.88,12.916818,77.575111,8986d886983ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Banashankari",Sports,0.76
01-02-2025,08:45,Indiranagar,12th Main Road,778,50.2,1.2,20.0,15.6,0,151.6,14,99,81,48,Clear,30.8,1,871,818,585,578,469,339,0.939,0.988,0.811,0.811,130,0.277,0.389,34928.09,4.1,113.67,1389.9,12.975982,77.639454,8986d88460fffff,No Event,No Event,0.0
01-02-2025,10:15,Electronic City,Neeladri Road,844,45.6,1.32,23.2,16.9,1,146.1,46,83,75,22,Cloudy,24.9,0,461,438,323,282,245,239,0.95,0.873,0.869,0.869,6,0.024,0.518,30306.38,7.38,132.7,1763.82,12.837597,77.670298,8986d8873d7ffff,No Event,No Event,0.0
01-02-2025,10:30,Electronic City,Velankani Junction,711,39.0,1.54,24.7,14.2,0,173.3,12,87,33,11,Clear,29.4,0,45,42,30,27,20,14,0.933,0.9,0.741,0.741,6,0.3,0.311,1431.35,2.24,93.9,31.36,12.836427,77.669637,8986d8875a3ffff,No Event,No Event,0.0
01-02-2025,14:30,Ulsoor,Murphy Town Road,135,55.6,1.08,9.0,2.7,1,145.3,31,93,94,8,Fog,20.4,0,103,92,68,62,31,29,0.893,0.912,0.5,0.5,2,0.065,0.282,1449.01,3.03,88.9,87.87,12.985277,77.622429,8986dd490c7ffff,No Event,No Event,0.0
01-02-2025,17:00,Banashankari,Kanakapura Road,710,44.6,1.35,21.9,14.2,0,184.2,28,88,80,34,Clear,28.0,0,412,393,278,249,153,118,0.954,0.896,0.614,0.614,35,0.229,0.286,9728.13,5.9,104.14,696.2,12.92234,77.568681,8986dd49a87ffff,Startup Expo  Banashankari,Exhibition,0.42
01-02-2025,18:15,Indiranagar,12th Main Road,621,47.3,1.27,19.4,12.4,0,146.8,27,96,64,40,Clear,28.6,1,569,527,326,294,192,157,0.926,0.902,0.653,0.653,35,0.182,0.276,27962.79,6.7,126.72,1051.9,12.975982,77.639454,8986d88460fffff,"RCB Premier Match  M. Chinnaswamy Stadium, Indiranagar",Sports,0.76
01-02-2025,18:30,Marathahalli,Old Airport Road,758,49.4,1.21,20.2,15.2,1,153.3,19,97,86,12,Cloudy,24.7,0,478,426,422,391,287,281,0.891,0.927,0.734,0.734,6,0.021,0.588,53849.64,6.61,119.0,1857.41,12.949878,77.69759,8986d8874c7ffff,Indie Music Night  Marathahalli,Concert,0.69
01-02-2025,18:30,Koramangala,Intermediate Ring Road,984,44.8,1.34,25.4,19.7,2,181.2,37,98,52,27,Light Rain,23.5,0,188,168,160,156,82,71,0.894,0.975,0.526,0.526,11,0.134,0.378,4747.42,4.9,82.47,347.9,12.929295,77.613727,8986d886ccfffff,No Event,No Event,0.0
01-02-2025,18:45,KR Puram,Mahadevapura Road,768,51.0,1.18,19.5,15.4,0,152.7,34,95,95,33,Clear,30.5,0,301,267,164,154,116,103,0.887,0.939,0.753,0.753,13,0.112,0.342,5173.77,6.12,101.7,630.36,12.999746,77.700032,8986d895d17ffff,Community Art Showcase  KR Puram,Exhibition,0.39
01-02-2025,20:30,Basavanagudi,KR Road,431,46.8,1.28,17.2,8.6,0,153.5,29,96,50,4,Clear,31.4,0,333,310,199,178,154,136,0.931,0.894,0.865,0.865,18,0.117,0.408,23744.35,5.16,128.54,701.76,12.938978,77.572833,8986dd49c6fffff,RockFusion Live Show  Basavanagudi,Concert,0.56
02-02-2025,08:00,HSR Layout,27th Main Road,1006,49.1,1.22,23.5,20.1,0,148.8,44,82,92,36,Clear,32.1,0,380,341,309,268,206,197,0.897,0.867,0.769,0.769,9,0.044,0.518,7313.69,5.53,93.15,1089.41,12.90854,77.645012,8986d88626fffff,Local Band Night  HSR Layout,Concert,0.24
02-02-2025,09:00,Rajajinagar,Dr Rajkumar Road,511,64.0,1.0,9.6,10.2,0,149.7,25,88,65,4,Clear,28.3,0,86,82,54,44,41,37,0.953,0.815,0.932,0.932,4,0.098,0.43,3244.22,7.01,126.93,259.37,12.991482,77.551093,8986dd49bc7ffff,City Cultural Event  Rajajinagar,Local,0.53
02-02-2025,10:45,Malleshwaram,Malleshwaram Circle,567,43.0,1.4,20.9,11.3,0,160.7,24,85,77,10,Clear,31.0,0,354,302,213,191,129,113,0.853,0.897,0.675,0.675,16,0.124,0.319,6846.34,2.07,66.42,233.91,13.010528,77.569876,8986dd49a83ffff,No Event,No Event,0.0
02-02-2025,18:00,Banashankari,Banashankari Temple Road,737,42.9,1.4,23.1,14.7,0,173.4,29,88,70,14,Clear,28.0,0,338,324,224,220,217,185,0.959,0.982,0.986,0.986,32,0.147,0.547,30274.0,3.58,112.61,662.3,12.916818,77.575111,8986d886983ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Banashankari",Sports,0.83
02-02-2025,18:15,Hebbal,Hebbal Flyover,615,55.9,1.07,15.0,12.3,0,147.4,31,92,46,12,Clear,29.5,0,758,673,436,387,383,358,0.888,0.888,0.99,0.99,25,0.065,0.472,65917.67,8.21,155.65,2939.18,13.037922,77.589715,8986d886817ffff,City Cultural Event  Hebbal,Local,0.66
02-02-2025,18:30,Malleshwaram,Malleshwaram Circle,1154,41.6,1.44,29.2,23.1,0,160.5,22,80,33,35,Cloudy,28.0,0,361,326,324,291,261,230,0.903,0.898,0.897,0.897,31,0.119,0.637,37419.24,4.8,124.16,1104.0,13.010528,77.569876,8986dd49a83ffff,"Bengaluru Tech Summit  Palace Grounds, Malleshwaram",Exhibition,0.89
02-02-2025,18:45,Malleshwaram,Margosa Road,497,50.4,1.19,16.3,9.9,1,148.1,32,93,85,34,Clear,28.8,0,249,237,161,146,99,83,0.952,0.907,0.678,0.678,16,0.162,0.333,3268.33,3.66,103.25,303.78,13.013137,77.573623,8986d884c6fffff,No Event,No Event,0.0
02-02-2025,20:00,Marathahalli,Varthur Kodi,445,55.4,1.08,13.1,8.9,0,140.0,8,88,68,33,Clear,28.5,0,429,404,274,253,171,162,0.942,0.923,0.676,0.676,9,0.053,0.378,10774.7,2.16,63.48,349.92,12.950397,77.701009,8986d895a2bffff,No Event,No Event,0.0
02-02-2025,20:00,Basavanagudi,DVG Road,707,53.1,1.13,17.6,14.1,3,158.5,48,90,73,2,Clear,28.2,0,150,142,103,94,92,88,0.947,0.913,0.979,0.979,4,0.043,0.587,11787.03,4.42,99.03,388.96,12.943109,77.568541,8986dd49a0bffff,"RCB Premier Match  M. Chinnaswamy Stadium, Basavanagudi",Sports,0.73
02-02-2025,20:30,JP Nagar,JP Nagar 7th Phase,1034,43.1,1.39,26.9,20.7,1,166.1,20,90,54,31,Clear,29.7,0,341,306,203,182,180,161,0.897,0.897,0.989,0.989,19,0.106,0.472,47234.43,7.43,152.51,1196.23,12.888822,77.578922,8986d886d67ffff,Auto Expo  JP Nagar,Exhibition,0.68
02-02-2025,22:45,Electronic City,Velankani Junction,184,42.7,1.41,16.0,3.7,0,167.0,5,87,37,20,Light Rain,22.4,0,206,184,142,135,108,101,0.893,0.951,0.8,0.8,7,0.065,0.49,10728.77,4.78,95.65,482.78,12.836427,77.669637,8986d8875a3ffff,Neighborhood Festivity  Electronic City,Sports,0.2
02-02-2025,22:45,KR Puram,Tin Factory Junction,164,47.8,1.26,13.2,3.3,0,149.9,9,94,62,28,Cloudy,25.0,0,109,95,61,51,45,41,0.872,0.836,0.882,0.882,4,0.089,0.376,2627.69,2.28,81.1,93.48,12.99947,77.691625,8986d88747bffff,Local Band Night  KR Puram,Concert,0.36
03-02-2025,08:00,Basavanagudi,DVG Road,872,38.8,1.55,26.9,17.4,1,175.0,42,88,90,1,Rain,21.9,0,336,319,217,214,110,92,0.949,0.986,0.514,0.514,18,0.164,0.274,7996.97,2.79,72.74,256.68,12.943109,77.568541,8986dd49a0bffff,No Event,No Event,0.0
03-02-2025,08:45,KR Puram,KR Puram Hanging Bridge,829,46.1,1.3,22.7,16.6,1,148.2,32,99,55,39,Clear,31.5,0,142,134,121,117,115,94,0.944,0.967,0.983,0.983,21,0.183,0.662,4974.23,7.97,136.1,749.18,13.006038,77.699664,8986d895d73ffff,"Bengaluru Tech Summit  Palace Grounds, KR Puram",Exhibition,0.84
03-02-2025,14:15,Marathahalli,Old Airport Road,263,61.9,1.0,7.5,5.3,0,142.9,34,92,56,14,Clear,29.9,0,304,286,188,166,164,138,0.941,0.883,0.988,0.988,26,0.159,0.454,9003.61,5.6,103.91,772.8,12.949878,77.69759,8986d8874c7ffff,Auto Expo  Marathahalli,Exhibition,0.66
03-02-2025,18:00,Hebbal,Bellary Road,517,46.2,1.3,18.6,10.3,0,155.1,46,98,43,28,Clear,31.8,0,136,125,80,78,53,48,0.919,0.975,0.679,0.679,5,0.094,0.353,4957.2,4.5,83.42,216.0,13.033853,77.589136,8986d88412fffff,Classical Music Recital  Hebbal,Cultural,0.58
03-02-2025,18:00,Jayanagar,9th Main Road,455,45.6,1.32,18.1,9.1,1,147.1,15,88,38,12,Clear,32.5,1,61,56,37,31,16,14,0.918,0.838,0.516,0.516,2,0.125,0.23,825.0,4.23,87.96,59.22,12.920951,77.594044,8986d88412bffff,No Event,No Event,0.0
03-02-2025,20:00,Whitefield,Whitefield Main Road,1056,39.7,1.51,28.9,21.1,0,173.4,43,83,90,31,Rain,22.1,0,301,270,251,230,152,120,0.897,0.916,0.661,0.661,32,0.211,0.399,8617.46,6.85,104.12,822.0,12.969828,77.748407,8986d882e3bffff,No Event,No Event,0.0
03-02-2025,20:00,Rajajinagar,Industrial Town Road,739,49.2,1.22,20.0,14.8,0,149.6,23,87,52,24,Cloudy,26.6,1,202,184,155,135,121,114,0.911,0.871,0.896,0.896,7,0.058,0.564,5137.53,4.46,103.28,508.44,12.992022,77.547103,8986d8b34abffff,No Event,No Event,0.0
03-02-2025,20:30,BTM Layout,Madiwala Road,918,45.2,1.33,24.3,18.4,0,147.6,42,89,83,27,Clear,30.8,1,726,639,398,370,334,237,0.88,0.93,0.903,0.903,97,0.29,0.326,36817.48,5.64,115.46,1336.68,12.90537,77.6081,8986d886c0bffff,Local Fair  BTM Layout,Local,0.37
